idx,score,metric_name
0,99,edit_similarity
1,99,edit_similarity
2,35,edit_similarity
3,92,edit_similarity
4,100,edit_similarity
5,90,edit_similarity
6,99,edit_similarity
7,99,edit_similarity
8,98,edit_similarity
9,99,edit_similarity
10,79,edit_similarity
11,98,edit_similarity
12,56,edit_similarity
13,99,edit_similarity
14,55,edit_similarity
15,46,edit_similarity
16,53,edit_similarity
17,99,edit_similarity
18,36,edit_similarity
19,98,edit_similarity
20,50,edit_similarity
21,64,edit_similarity
22,22,edit_similarity
23,99,edit_similarity
24,53,edit_similarity
25,89,edit_similarity
26,100,edit_similarity
27,48,edit_similarity
28,100,edit_similarity
29,76,edit_similarity
30,35,edit_similarity
31,99,edit_similarity
32,99,edit_similarity
33,99,edit_similarity
34,100,edit_similarity
35,79,edit_similarity
36,56,edit_similarity
37,43,edit_similarity
38,99,edit_similarity
39,99,edit_similarity
40,31,edit_similarity
41,35,edit_similarity
42,60,edit_similarity
43,88,edit_similarity
44,99,edit_similarity
45,93,edit_similarity
46,99,edit_similarity
47,61,edit_similarity
48,78,edit_similarity
49,94,edit_similarity
50,38,edit_similarity
51,98,edit_similarity
52,99,edit_similarity
53,68,edit_similarity
54,33,edit_similarity
55,41,edit_similarity
56,99,edit_similarity
57,100,edit_similarity
58,99,edit_similarity
59,30,edit_similarity
60,62,edit_similarity
61,88,edit_similarity
62,62,edit_similarity
63,97,edit_similarity
64,99,edit_similarity
65,100,edit_similarity
66,98,edit_similarity
67,99,edit_similarity
68,100,edit_similarity
69,99,edit_similarity
70,99,edit_similarity
71,99,edit_similarity
72,81,edit_similarity
73,96,edit_similarity
74,99,edit_similarity
75,77,edit_similarity
76,46,edit_similarity
77,44,edit_similarity
78,96,edit_similarity
79,100,edit_similarity
80,98,edit_similarity
81,100,edit_similarity
82,48,edit_similarity
83,99,edit_similarity
84,98,edit_similarity
85,99,edit_similarity
86,77,edit_similarity
87,40,edit_similarity
88,60,edit_similarity
89,64,edit_similarity
90,87,edit_similarity
91,99,edit_similarity
92,30,edit_similarity
93,100,edit_similarity
94,94,edit_similarity
95,90,edit_similarity
96,82,edit_similarity
97,97,edit_similarity
98,99,edit_similarity
99,86,edit_similarity
100,87,edit_similarity
101,75,edit_similarity
102,89,edit_similarity
103,99,edit_similarity
104,99,edit_similarity
105,99,edit_similarity
106,99,edit_similarity
107,38,edit_similarity
108,94,edit_similarity
109,82,edit_similarity
110,91,edit_similarity
111,50,edit_similarity
112,54,edit_similarity
113,99,edit_similarity
114,51,edit_similarity
115,99,edit_similarity
116,40,edit_similarity
117,99,edit_similarity
118,40,edit_similarity
119,40,edit_similarity
120,74,edit_similarity
121,99,edit_similarity
122,100,edit_similarity
123,99,edit_similarity
124,99,edit_similarity
125,75,edit_similarity
126,99,edit_similarity
