idx,score,metric_name
0,100,edit_similarity
1,100,edit_similarity
2,57,edit_similarity
3,100,edit_similarity
4,100,edit_similarity
5,100,edit_similarity
6,100,edit_similarity
7,100,edit_similarity
8,100,edit_similarity
9,86,edit_similarity
10,36,edit_similarity
11,100,edit_similarity
12,66,edit_similarity
13,68,edit_similarity
14,67,edit_similarity
15,86,edit_similarity
16,100,edit_similarity
17,99,edit_similarity
18,49,edit_similarity
19,100,edit_similarity
20,71,edit_similarity
21,64,edit_similarity
22,100,edit_similarity
23,100,edit_similarity
24,100,edit_similarity
25,90,edit_similarity
26,100,edit_similarity
27,90,edit_similarity
28,0,edit_similarity
29,100,edit_similarity
30,66,edit_similarity
31,48,edit_similarity
32,100,edit_similarity
33,67,edit_similarity
34,100,edit_similarity
35,81,edit_similarity
36,55,edit_similarity
37,46,edit_similarity
38,67,edit_similarity
39,100,edit_similarity
40,100,edit_similarity
41,36,edit_similarity
42,61,edit_similarity
43,88,edit_similarity
44,64,edit_similarity
45,61,edit_similarity
46,100,edit_similarity
47,62,edit_similarity
48,76,edit_similarity
49,94,edit_similarity
50,62,edit_similarity
51,100,edit_similarity
52,45,edit_similarity
53,69,edit_similarity
54,48,edit_similarity
55,0,edit_similarity
56,100,edit_similarity
57,100,edit_similarity
58,99,edit_similarity
59,40,edit_similarity
60,64,edit_similarity
61,90,edit_similarity
62,65,edit_similarity
63,98,edit_similarity
64,100,edit_similarity
65,100,edit_similarity
66,100,edit_similarity
67,100,edit_similarity
68,0,edit_similarity
69,98,edit_similarity
70,100,edit_similarity
71,96,edit_similarity
72,44,edit_similarity
73,98,edit_similarity
74,100,edit_similarity
75,94,edit_similarity
76,41,edit_similarity
77,44,edit_similarity
78,100,edit_similarity
79,100,edit_similarity
80,100,edit_similarity
81,100,edit_similarity
82,31,edit_similarity
83,100,edit_similarity
84,100,edit_similarity
85,100,edit_similarity
86,71,edit_similarity
87,41,edit_similarity
88,100,edit_similarity
89,65,edit_similarity
90,90,edit_similarity
91,99,edit_similarity
92,35,edit_similarity
93,100,edit_similarity
94,94,edit_similarity
95,83,edit_similarity
96,97,edit_similarity
97,32,edit_similarity
98,100,edit_similarity
99,82,edit_similarity
100,73,edit_similarity
101,100,edit_similarity
102,90,edit_similarity
103,100,edit_similarity
104,84,edit_similarity
105,42,edit_similarity
106,100,edit_similarity
107,40,edit_similarity
108,41,edit_similarity
109,79,edit_similarity
110,100,edit_similarity
111,48,edit_similarity
112,40,edit_similarity
113,100,edit_similarity
114,51,edit_similarity
115,100,edit_similarity
116,84,edit_similarity
117,100,edit_similarity
118,86,edit_similarity
119,30,edit_similarity
120,70,edit_similarity
121,100,edit_similarity
122,100,edit_similarity
123,93,edit_similarity
124,100,edit_similarity
125,57,edit_similarity
126,100,edit_similarity
127,61,edit_similarity
128,100,edit_similarity
129,34,edit_similarity
130,100,edit_similarity
131,86,edit_similarity
132,100,edit_similarity
133,79,edit_similarity
134,90,edit_similarity
135,91,edit_similarity
136,79,edit_similarity
137,46,edit_similarity
138,96,edit_similarity
139,73,edit_similarity
140,98,edit_similarity
141,100,edit_similarity
142,37,edit_similarity
143,100,edit_similarity
144,98,edit_similarity
145,47,edit_similarity
146,82,edit_similarity
147,40,edit_similarity
148,40,edit_similarity
149,100,edit_similarity
150,100,edit_similarity
151,61,edit_similarity
152,100,edit_similarity
153,100,edit_similarity
154,86,edit_similarity
155,100,edit_similarity
156,72,edit_similarity
157,79,edit_similarity
