id,score,metric_name
0_0_3,0.8571428571428571,total_score
0_1_3,1.0,total_score
0_2_3,1.0,total_score
0_3_3,0.7928571428571428,total_score
0_4_3,0.8571428571428571,total_score
1_0_3,0.9785714285714285,total_score
1_1_3,1.0,total_score
1_2_3,1.0,total_score
1_3_3,0.7714285714285715,total_score
1_4_3,0.8357142857142856,total_score
2_0_3,0.8571428571428571,total_score
2_1_3,0.8357142857142856,total_score
2_2_3,0.8571428571428571,total_score
2_3_3,0.7928571428571428,total_score
2_4_3,0.8357142857142856,total_score
3_0_3,0.9785714285714285,total_score
3_1_3,0.9785714285714285,total_score
3_2_3,0.9785714285714285,total_score
3_3_3,0.9357142857142857,total_score
3_4_3,1.0,total_score
4_0_3,0.8357142857142856,total_score
4_1_3,0.8571428571428571,total_score
4_2_3,0.8357142857142856,total_score
4_3_3,0.7928571428571428,total_score
4_4_3,0.8571428571428571,total_score
0_0_6,0.8464285714285714,total_score
0_1_6,0.8571428571428571,total_score
0_2_6,1.0,total_score
0_3_6,0.9249999999999999,total_score
0_4_6,0.8571428571428571,total_score
1_0_6,0.8571428571428571,total_score
1_1_6,0.8464285714285714,total_score
1_2_6,0.8464285714285714,total_score
1_3_6,0.8464285714285714,total_score
1_4_6,0.8571428571428571,total_score
2_0_6,0.8571428571428571,total_score
2_1_6,0.8357142857142856,total_score
2_2_6,0.8571428571428571,total_score
2_3_6,0.8571428571428571,total_score
2_4_6,0.8571428571428571,total_score
3_0_6,0.9892857142857142,total_score
3_1_6,0.8464285714285714,total_score
3_2_6,0.8464285714285714,total_score
3_3_6,0.9249999999999999,total_score
3_4_6,1.0,total_score
4_0_6,0.8571428571428571,total_score
4_1_6,0.8571428571428571,total_score
4_2_6,0.8571428571428571,total_score
4_3_6,0.8571428571428571,total_score
4_4_6,0.8571428571428571,total_score
0_0_13,0.8285714285714285,total_score
0_1_13,0.9761904761904762,total_score
0_2_13,0.9619047619047619,total_score
0_3_13,0.9666666666666667,total_score
0_4_13,0.980952380952381,total_score
1_0_13,0.8380952380952381,total_score
1_1_13,0.8285714285714285,total_score
1_2_13,0.8380952380952381,total_score
1_3_13,0.8333333333333333,total_score
1_4_13,0.980952380952381,total_score
2_0_13,0.8238095238095238,total_score
2_1_13,0.8285714285714285,total_score
2_2_13,0.8285714285714285,total_score
2_3_13,0.7904761904761904,total_score
2_4_13,0.8428571428571429,total_score
3_0_13,0.8285714285714285,total_score
3_1_13,0.8095238095238095,total_score
3_2_13,0.8333333333333333,total_score
3_3_13,0.9238095238095239,total_score
3_4_13,0.9142857142857144,total_score
4_0_13,0.8333333333333333,total_score
4_1_13,0.8238095238095238,total_score
4_2_13,0.8333333333333333,total_score
4_3_13,0.7904761904761904,total_score
4_4_13,0.8380952380952381,total_score
0_0_28,0.8440233236151603,total_score
0_1_28,0.9912536443148687,total_score
0_2_28,0.9825072886297377,total_score
0_3_28,0.9300291545189504,total_score
0_4_28,0.989067055393586,total_score
1_0_28,0.9934402332361516,total_score
1_1_28,0.989067055393586,total_score
1_2_28,0.989067055393586,total_score
1_3_28,0.9540816326530612,total_score
1_4_28,0.9825072886297377,total_score
2_0_28,0.8440233236151603,total_score
2_1_28,0.8462099125364431,total_score
2_2_28,0.8462099125364431,total_score
2_3_28,0.7915451895043731,total_score
2_4_28,0.8396501457725948,total_score
3_0_28,0.9868804664723031,total_score
3_1_28,0.9868804664723031,total_score
3_2_28,0.9825072886297377,total_score
3_3_28,0.9365889212827988,total_score
3_4_28,0.9868804664723031,total_score
4_0_28,0.8483965014577259,total_score
4_1_28,0.8440233236151603,total_score
4_2_28,0.8440233236151603,total_score
4_3_28,0.7937317784256559,total_score
4_4_28,0.9868804664723031,total_score
0_0_60,0.9890365448504984,total_score
0_1_60,0.8461794019933555,total_score
0_2_60,0.9800664451827242,total_score
0_3_60,0.9132890365448505,total_score
0_4_60,0.9810631229235881,total_score
1_0_60,0.9840531561461793,total_score
1_1_60,0.9810631229235881,total_score
1_2_60,0.9631229235880399,total_score
1_3_60,0.7744186046511629,total_score
1_4_60,0.8382059800664452,total_score
2_0_60,0.8411960132890365,total_score
2_1_60,0.8441860465116279,total_score
2_2_60,0.8392026578073091,total_score
2_3_60,0.915282392026578,total_score
2_4_60,0.8451827242524917,total_score
3_0_60,0.9750830564784054,total_score
3_1_60,0.9810631229235881,total_score
3_2_60,0.9880398671096345,total_score
3_3_60,0.7664451827242525,total_score
3_4_60,0.9800664451827242,total_score
4_0_60,0.8441860465116279,total_score
4_1_60,0.9750830564784054,total_score
4_2_60,0.8392026578073091,total_score
4_3_60,0.7754152823920266,total_score
4_4_60,0.8401993355481727,total_score
0_0_120,0.826954800395909,total_score
0_1_120,0.9594193335532827,total_score
0_2_120,0.9747608050148465,total_score
0_3_120,0.7749917518970637,total_score
0_4_120,0.8314087759815243,total_score
1_0_120,0.9653579676674365,total_score
1_1_120,0.9554602441438469,total_score
1_2_120,0.9693170570768723,total_score
1_3_120,0.9143846915209501,total_score
1_4_120,0.8338832068624217,total_score
2_0_120,0.16867370504783902,total_score
2_1_120,0.8195315077532168,total_score
2_2_120,0.8205212801055757,total_score
2_3_120,0.7730122071923458,total_score
2_4_120,0.16908611019465522,total_score
3_0_120,0.9688221709006929,total_score
3_1_120,0.9782250082481029,total_score
3_2_120,0.9757505773672055,total_score
3_3_120,0.7774661827779611,total_score
3_4_120,0.9797096667766414,total_score
4_0_120,0.16867370504783902,total_score
4_1_120,0.9767403497195646,total_score
4_2_120,0.9673375123721544,total_score
4_3_120,0.9168591224018475,total_score
4_4_120,0.16908611019465522,total_score
