id,score,metric_name
parallel_0,0.0,accuracy
parallel_1,0.0,accuracy
parallel_2,0.0,accuracy
parallel_3,0.0,accuracy
parallel_4,0.0,accuracy
parallel_5,0.0,accuracy
parallel_6,0.0,accuracy
parallel_7,0.0,accuracy
parallel_8,0.0,accuracy
parallel_9,0.0,accuracy
parallel_10,0.0,accuracy
parallel_11,0.0,accuracy
parallel_12,0.0,accuracy
parallel_13,0.0,accuracy
parallel_14,0.0,accuracy
parallel_15,0.0,accuracy
parallel_16,0.0,accuracy
parallel_17,0.0,accuracy
parallel_18,0.0,accuracy
parallel_19,0.0,accuracy
parallel_20,0.0,accuracy
parallel_21,0.0,accuracy
parallel_22,0.0,accuracy
parallel_23,0.0,accuracy
parallel_24,0.0,accuracy
parallel_25,0.0,accuracy
parallel_26,0.0,accuracy
parallel_27,0.0,accuracy
parallel_28,0.0,accuracy
parallel_29,0.0,accuracy
parallel_30,0.0,accuracy
parallel_31,0.0,accuracy
parallel_32,0.0,accuracy
parallel_33,0.0,accuracy
parallel_34,0.0,accuracy
parallel_35,0.0,accuracy
parallel_36,0.0,accuracy
parallel_37,0.0,accuracy
parallel_38,0.0,accuracy
parallel_39,0.0,accuracy
parallel_40,0.0,accuracy
parallel_41,0.0,accuracy
parallel_42,0.0,accuracy
parallel_43,0.0,accuracy
parallel_44,0.0,accuracy
parallel_45,0.0,accuracy
parallel_46,0.0,accuracy
parallel_47,0.0,accuracy
parallel_48,0.0,accuracy
parallel_49,0.0,accuracy
parallel_50,0.0,accuracy
parallel_51,0.0,accuracy
parallel_52,0.0,accuracy
parallel_53,0.0,accuracy
parallel_54,0.0,accuracy
parallel_55,0.0,accuracy
parallel_56,0.0,accuracy
parallel_57,0.0,accuracy
parallel_58,0.0,accuracy
parallel_59,0.0,accuracy
parallel_60,0.0,accuracy
parallel_61,0.0,accuracy
parallel_62,0.0,accuracy
parallel_63,0.0,accuracy
parallel_64,0.0,accuracy
parallel_65,0.0,accuracy
parallel_66,0.0,accuracy
parallel_67,0.0,accuracy
parallel_68,0.0,accuracy
parallel_69,0.0,accuracy
parallel_70,0.0,accuracy
parallel_71,0.0,accuracy
parallel_72,0.0,accuracy
parallel_73,0.0,accuracy
parallel_74,0.0,accuracy
parallel_75,0.0,accuracy
parallel_76,0.0,accuracy
parallel_77,0.0,accuracy
parallel_78,0.0,accuracy
parallel_79,0.0,accuracy
parallel_80,0.0,accuracy
parallel_81,0.0,accuracy
parallel_82,0.0,accuracy
parallel_83,0.0,accuracy
parallel_84,0.0,accuracy
parallel_85,0.0,accuracy
parallel_86,0.0,accuracy
parallel_87,0.0,accuracy
parallel_88,0.0,accuracy
parallel_89,0.0,accuracy
parallel_90,0.0,accuracy
parallel_91,0.0,accuracy
parallel_92,0.0,accuracy
parallel_93,0.0,accuracy
parallel_94,0.0,accuracy
parallel_95,0.0,accuracy
parallel_96,0.0,accuracy
parallel_97,0.0,accuracy
parallel_98,0.0,accuracy
parallel_99,0.0,accuracy
parallel_100,0.0,accuracy
parallel_101,0.0,accuracy
