score,metric_name
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
1.0,score
