agent_run_id,metadata.exit_status,metadata.instance_id,metadata.mini_version,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,metadata.trajectory_format,created_at
736c7709-b06e-4bb4-88e2-e414d7f97ac8,Submitted,django__django-15572,1.7.0,11,0.01879205,unknown,mini-swe-agent-1,
d9bd5050-04e6-46c9-b1f5-b1793f447620,Submitted,django__django-17087,1.7.0,11,0.02042005,unknown,mini-swe-agent-1,
5ee253c7-0b53-4d8b-bbc0-07329a72320b,Submitted,django__django-7530,1.7.0,10,0.0160237,unknown,mini-swe-agent-1,
4b56b00c-c420-43eb-b0ac-f93d8e1f5ce5,Submitted,django__django-9296,1.7.0,5,0.0064685,unknown,mini-swe-agent-1,
e7308f9a-f989-479e-8707-77f05822a666,Submitted,astropy__astropy-8707,1.7.0,17,0.032929,unknown,mini-swe-agent-1,
28eba7c9-dcce-4608-b32e-5f919ad19cbc,Submitted,astropy__astropy-8872,1.7.0,12,0.0235184,unknown,mini-swe-agent-1,
47c39dbb-d5f2-4c31-8035-4114dc5cb817,Submitted,django__django-10097,1.7.0,13,0.026278999999999993,unknown,mini-swe-agent-1,
0f4ee65a-37ee-451d-958d-c6f8b4c4dcc1,Submitted,django__django-10554,1.7.0,21,0.05805124999999999,unknown,mini-swe-agent-1,
266293d3-2a90-475a-9060-f4a092154450,Submitted,django__django-10880,1.7.0,7,0.00874385,unknown,mini-swe-agent-1,
9801c223-6464-4d81-9041-065a74827f59,Submitted,django__django-10914,1.7.0,9,0.014449749999999997,unknown,mini-swe-agent-1,
46ef88c2-98de-4aec-beb7-51cc64782c8e,Submitted,django__django-10973,1.7.0,9,0.010212449999999998,unknown,mini-swe-agent-1,
f13c7565-d60b-47ad-ad7d-e2b97db9b9ad,Submitted,django__django-10999,1.7.0,10,0.015846,unknown,mini-swe-agent-1,
5c3e6e9c-5b87-43db-88e4-3b9d4eda2166,Submitted,django__django-11066,1.7.0,6,0.00872575,unknown,mini-swe-agent-1,
b9114b56-5e36-4303-baae-a5c8403ec0bb,Submitted,django__django-11087,1.7.0,13,0.027754550000000003,unknown,mini-swe-agent-1,
b2943594-d49c-473e-9965-253305591398,Submitted,django__django-11095,1.7.0,9,0.009901899999999998,unknown,mini-swe-agent-1,
1e4e4b7d-e3f6-4a3a-8df3-e34b93c81a9d,Submitted,django__django-11099,1.7.0,7,0.009297,unknown,mini-swe-agent-1,
4740e363-63b1-4ef9-91f6-742ea99d48a4,Submitted,django__django-11119,1.7.0,9,0.0161724,unknown,mini-swe-agent-1,
0c98d768-eca6-4607-90d5-30547ef6cc5c,Submitted,django__django-11133,1.7.0,18,0.03539395000000001,unknown,mini-swe-agent-1,
daec2b07-186f-4f8d-9e66-147a8ce13af4,Submitted,django__django-11138,1.7.0,16,0.033658499999999994,unknown,mini-swe-agent-1,
8dd08190-4181-485b-a810-6743414d659e,Submitted,django__django-11141,1.7.0,8,0.013721849999999999,unknown,mini-swe-agent-1,
1970a391-450e-4262-8fbf-e1fbcc1d5765,Submitted,django__django-11149,1.7.0,13,0.0240934,unknown,mini-swe-agent-1,
977b1c2f-ecde-4331-8465-eea303009211,Submitted,django__django-11163,1.7.0,6,0.00952635,unknown,mini-swe-agent-1,
b698740f-76fb-4a93-ad4e-3910ddfdedfc,Submitted,django__django-11179,1.7.0,10,0.01626635,unknown,mini-swe-agent-1,
73acf57d-9905-4a8a-920f-484b75704073,Submitted,django__django-11206,1.7.0,6,0.014245249999999997,unknown,mini-swe-agent-1,
4b6d5fdf-ffaa-418b-80e9-02ed82b90ce3,Submitted,django__django-11211,1.7.0,11,0.019562250000000003,unknown,mini-swe-agent-1,
fd1bc841-faa4-4af3-ad49-d4f5f48ae272,Submitted,django__django-11239,1.7.0,13,0.02712655,unknown,mini-swe-agent-1,
e19d335f-7f22-4478-b44f-f675b85eb3ce,Submitted,django__django-11265,1.7.0,19,0.05325195,unknown,mini-swe-agent-1,
9cfb64a4-b8e5-4177-af77-46a1aa83c88b,Submitted,django__django-11276,1.7.0,13,0.024124549999999995,unknown,mini-swe-agent-1,
b6072441-0a3f-4835-b46b-1839ed5d8b0c,Submitted,django__django-11292,1.7.0,11,0.024399300000000002,unknown,mini-swe-agent-1,
459f8fa0-8191-4c66-aff6-58264c3c0d78,Submitted,django__django-11299,1.7.0,15,0.0326866,unknown,mini-swe-agent-1,
