agent_run_id,metadata.exit_status,metadata.instance_id,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,created_at
134bef1f-480a-4321-8745-682d94bbe8ff,RetryError,astropy__astropy-12907,0,0,unknown,
6a289fc0-7957-440a-956e-75aff66f3f55,RetryError,astropy__astropy-13033,0,0,unknown,
7e826f7b-d28c-4285-a73b-3dde2eaacdf4,Submitted,astropy__astropy-13236,9,0.009412,unknown,
1faf1f7c-a8eb-47dc-a66c-0e339a2fbbce,Submitted,astropy__astropy-13398,10,0.027884899999999997,unknown,
08a81562-f840-4b9d-b92c-a39e68d63f2d,Submitted,astropy__astropy-13453,74,0.20088632499999995,unknown,
35f0c9a2-26f0-4ab5-9a04-e7b830f20889,RetryError,astropy__astropy-13579,0,0,unknown,
2a1c24d9-e66c-4312-8558-c0894750a935,Submitted,astropy__astropy-13977,18,0.037570675,unknown,
5da38eed-98f8-4b74-807f-757793ad539c,Submitted,astropy__astropy-14096,41,0.6885116499999998,unknown,
fab47d42-3880-49d0-a3fa-dda28d6ef871,Submitted,astropy__astropy-14182,16,0.046769925,unknown,
7d0a82d1-1e59-4966-aea8-d4c28e339bd6,RetryError,astropy__astropy-14309,0,0,unknown,
ba5e0fbe-8cc6-49f4-9342-a9f693f44018,Submitted,astropy__astropy-14365,8,0.014311950000000002,unknown,
6d562025-78cc-4ead-a431-b2f2902d6bcf,Submitted,astropy__astropy-14369,117,0.403961475,unknown,
327fb401-40ec-4122-84c1-8a120420b35e,Submitted,astropy__astropy-14508,25,0.046474974999999995,unknown,
25d4eb60-fc4a-4be6-80aa-8cf641d3fe4d,Submitted,astropy__astropy-14539,46,0.10562257500000001,unknown,
078aa7bf-c244-4416-88f0-dc8ddc40b280,LimitsExceeded,astropy__astropy-14598,229,3.0090031500000007,unknown,
800755b5-9c1a-4a86-ade4-18473c414d11,Submitted,astropy__astropy-14995,11,0.022119125,unknown,
c232fcf1-e54c-4ae5-a5f5-58d861ca8a4b,Submitted,astropy__astropy-7166,12,0.023537600000000002,unknown,
37b54ffb-b713-4d5d-b395-393c6c292543,Submitted,astropy__astropy-7336,11,0.020006225000000002,unknown,
dc9d88d4-a56d-4a23-b9b3-13574e39acc7,Submitted,astropy__astropy-7606,8,0.010016200000000001,unknown,
8b12ed1d-f90f-4642-b65c-78b8cb13c628,Submitted,astropy__astropy-7671,9,0.018882575,unknown,
fd1ac7a8-7249-478c-a4ad-4cc28e03ca0d,Submitted,astropy__astropy-8707,68,0.20842779999999997,unknown,
c82f3a3e-0405-486f-8fe5-d60c0ff958db,Submitted,astropy__astropy-8872,67,0.188263175,unknown,
e9287a61-5751-40dd-a92d-08e02d980902,Submitted,django__django-10097,5,0.012205575,unknown,
2c61a7cb-e495-41aa-8dfa-7d7fd07f1294,Submitted,django__django-10554,17,0.04082359999999999,unknown,
9c074cdc-5563-40f4-bc16-02e6e2ceb377,RetryError,django__django-10880,0,0,unknown,
d5102d35-b28d-42a7-96ac-bdc68ee5dce8,Submitted,django__django-10914,5,0.0082154,unknown,
bd36aadc-d509-416e-b110-1e05226d2f29,Submitted,django__django-10973,43,0.09441932499999997,unknown,
7a852286-b9ab-4d8c-8b75-813b3f427385,Submitted,django__django-10999,16,0.032932675,unknown,
de904ece-0574-4ab3-9061-f1868eaaffe1,Submitted,django__django-11066,3,0.0025196999999999997,unknown,
c8d2eb94-0388-4192-96e4-5edff13ed74f,RetryError,django__django-11087,0,0,unknown,
591aaa15-15d1-4295-8051-863c5e8545f2,Submitted,django__django-11095,9,0.017511449999999998,unknown,
3ae4f7e8-2e3e-4c02-ab62-0882a34f5912,Submitted,django__django-11099,5,0.0087904,unknown,
dbc2a802-a5f0-421f-b0c5-9d666cba1800,RetryError,django__django-11119,0,0,unknown,
7873040a-3209-45f7-bf49-fb0c37371c91,Submitted,django__django-11133,15,0.026519049999999995,unknown,
f7defbf0-e4c2-49b3-8a54-da230b0f111d,Submitted,django__django-11138,7,0.016524399999999998,unknown,
25badb89-ce96-4669-90a0-24a05125dad6,Submitted,django__django-11141,7,0.012622075,unknown,
f4c7343c-2c03-4111-84cf-070bd6d20d82,Submitted,django__django-11149,10,0.03693372500000001,unknown,
553651a3-1664-48df-a7a7-6fe5fa675700,Submitted,django__django-11163,11,0.017716950000000002,unknown,
9773f44d-6b55-41ac-a175-4166152c9e85,Submitted,django__django-11179,9,0.018533124999999998,unknown,
9c6adc4a-857f-410b-8f61-332f9c547de1,Submitted,django__django-11206,34,0.06818939999999997,unknown,
83cb41e7-713a-4719-8f6c-6062d60d52eb,Submitted,django__django-11211,101,0.5107197,unknown,
143c6864-0e7f-4dc3-85e2-6d6cfe890a6f,Submitted,django__django-11239,10,0.0161808,unknown,
93d0aa8a-4075-440c-95b1-a5dbea375198,Submitted,django__django-11265,6,0.01159265,unknown,
bfa75e5b-5f36-47cf-9f47-1b6a97a72aa6,RetryError,django__django-11276,12,0.021771925,unknown,
d1c33700-2edf-4583-84c7-352bdfe995d9,Submitted,django__django-11292,21,0.0385847,unknown,
419af53c-f87a-445b-9c95-f791c01a6af4,Submitted,django__django-11299,50,0.19471077500000006,unknown,
1f94a508-45e9-46ef-840d-61c1918195af,RetryError,django__django-11333,0,0,unknown,
a0fa32bf-d4b6-4a88-853d-77729d060fe3,Submitted,django__django-11400,5,0.0113675,unknown,
64fb2fe3-d25b-43a2-be7e-0c330adba6ca,Submitted,django__django-11433,10,0.01994185,unknown,
89cfe5f8-66a4-4471-8224-5303fab06b50,Submitted,django__django-11451,18,0.028753425000000003,unknown,
d40c595a-b566-4798-99cd-854194463383,Submitted,django__django-11477,10,0.015391549999999997,unknown,
d8dc8844-c35e-4960-8803-b5a5baa72cea,Submitted,django__django-11490,47,0.09126624999999998,unknown,
40be7609-8a35-4e7c-8d54-a5d86c8c828c,Submitted,django__django-11532,13,0.034247975,unknown,
651993b7-bcf9-429b-b231-759d2fdd5403,Submitted,django__django-11551,9,0.02018345,unknown,
07cabe88-c9be-4b1d-bc1d-efaeb962acd2,RetryError,django__django-11555,0,0,unknown,
1a21a2ee-f9af-4443-ac2f-2188c5468bf5,Submitted,django__django-11603,7,0.012438075000000002,unknown,
c0819880-914e-4894-89b3-d3be4444819e,RetryError,django__django-11728,0,0,unknown,
6ea23477-00d3-4486-bb63-63cd79bdce94,Submitted,django__django-11734,33,0.11829560000000001,unknown,
c9565139-ee40-4c32-b9ba-f6e67569334e,RetryError,django__django-11740,0,0,unknown,
7de9f57f-b941-44d1-a668-202b13c30061,Submitted,django__django-11749,27,0.054245275,unknown,
fc449175-ac93-4911-b5db-12dc330deee9,Submitted,django__django-11790,11,0.019416175,unknown,
06decddd-6812-4544-bfd6-84d467e618a7,Submitted,django__django-11815,8,0.0113776,unknown,
351f8619-fa27-432a-b53b-e3478eb7c194,Submitted,django__django-11820,12,0.019853100000000002,unknown,
089d69b5-9352-4653-ae8d-a16007b06e61,Submitted,django__django-11848,24,0.06881874999999998,unknown,
215bd9f4-653a-41e3-8dc7-af61422c5a36,Submitted,django__django-11880,7,0.0140548,unknown,
c34452b5-30ba-47b9-9b97-abb43eed6368,Submitted,django__django-11885,12,0.024582174999999998,unknown,
61c94cf1-1bef-4efa-87d8-a2338b6988be,Submitted,django__django-11951,8,0.0080069,unknown,
10d64423-9336-4ad7-9adb-157093c65680,Submitted,django__django-11964,13,0.020186350000000002,unknown,
01876fb6-85a4-4320-b43e-e20438924224,Submitted,django__django-11999,10,0.01485285,unknown,
c830954d-d093-4157-9bdb-2402e5ee0e40,Submitted,django__django-12039,9,0.043233324999999996,unknown,
6240f501-f34f-491a-9c28-9c27b07d773d,RetryError,django__django-12050,0,0,unknown,
4b5ef9cf-7475-419b-9755-e5670ad4a589,Submitted,django__django-12125,24,0.061138925,unknown,
fd8b1c50-711b-4daf-84b4-8036d7979def,Submitted,django__django-12143,6,0.0042001,unknown,
6d424a31-28a3-4a68-a6a6-376cfc8c84d3,RetryError,django__django-12155,0,0,unknown,
6c79e258-9cf7-4751-8c11-abd5b5fc3fe2,Submitted,django__django-12193,29,0.0585499,unknown,
a30dbf8e-b5e2-47c0-a69c-e7cd9e4c39b7,Submitted,django__django-12209,17,0.028962574999999997,unknown,
8d63009d-8ecb-4185-8cbe-0d0ef304ed9c,Submitted,django__django-12262,7,0.013266899999999998,unknown,
1c48b3da-231f-43c7-9ece-68515f681633,Submitted,django__django-12273,93,0.53631545,unknown,
7ed9541f-29c5-4af2-92c3-135dffae9360,RetryError,django__django-12276,0,0,unknown,
391a8a1c-8d1f-4958-a339-c1d9fcc28ed2,Submitted,django__django-12304,8,0.0070008,unknown,
c6c08161-71a7-4281-8ba3-e4a27dcd5208,RetryError,django__django-12308,0,0,unknown,
6fef4ea9-befa-4caa-9bf0-f0551c4706f7,Submitted,django__django-12325,11,0.0256394,unknown,
65c4f402-0b85-429c-8151-26fe748f8519,RetryError,django__django-12406,0,0,unknown,
f683123a-b340-4a49-b595-602a0295619f,Submitted,django__django-12419,6,0.0035207,unknown,
8af53dbc-4a01-4d50-9dac-9938def8bb6e,Submitted,django__django-12663,9,0.02249325,unknown,
9e7faa5c-3ecd-4237-958d-4dbe1a9e5581,Submitted,django__django-12708,82,0.16585949999999997,unknown,
c1340b3f-bfdc-4762-9055-c51e96e6267a,Submitted,django__django-12713,10,0.0216182,unknown,
74c75a36-757a-4669-8048-7717d3d7257d,Submitted,django__django-12741,7,0.0127278,unknown,
61cc58d2-f143-4597-8c11-56b03f742aaf,Submitted,django__django-12754,26,0.050823274999999994,unknown,
4eb99d4c-85a0-4f35-8e22-a5f0726b9153,Submitted,django__django-12774,32,0.064512425,unknown,
f1462034-7276-4654-8f70-214425b87f75,Submitted,django__django-12858,22,0.04770427500000001,unknown,
6804efdc-bea9-4370-8df8-9a3014d4a1d3,RetryError,django__django-12965,0,0,unknown,
be0c5345-c7c9-4dc3-8905-7fbff0bec6d3,Submitted,django__django-13012,20,0.034238374999999995,unknown,
2ddfa02c-63fd-4883-9299-bc9b65814806,Submitted,django__django-13023,12,0.02652485,unknown,
3f9da490-407c-435e-a9e5-077536986884,Submitted,django__django-13028,13,0.0191314,unknown,
01d1ebf7-ecdd-40d3-9696-4533236884bc,Submitted,django__django-13033,26,0.047818150000000004,unknown,
1bc33354-1b09-4a0e-8732-189e12382144,Submitted,django__django-13089,7,0.017410699999999998,unknown,
67216ae2-de70-4249-b6f6-c941d28a904f,Submitted,django__django-13109,24,0.0397958,unknown,
10d931f2-e80b-458d-8237-917dd0753a84,Submitted,django__django-13112,45,0.10204492500000002,unknown,
922da669-9479-4da5-8bba-5a4bbf5d4055,Submitted,django__django-13121,8,0.017399050000000003,unknown,
b7b5ccc7-e623-4bab-bfe1-17d2b1edc009,Submitted,pydata__xarray-3151,107,0.4847375499999999,unknown,
4fbe2450-f98e-48fb-b0f8-15157cf95072,Submitted,pydata__xarray-3305,44,0.089290225,unknown,
106adea6-09ce-4061-9d64-69ae6520ad62,Submitted,pydata__xarray-3677,9,0.019808000000000003,unknown,
28c1e3f0-ae3b-412d-82e8-9abe06f4b9b5,Submitted,pydata__xarray-3993,14,0.009996900000000001,unknown,
190b11d7-325c-4519-a61d-c151a6fcec4b,Submitted,pydata__xarray-4075,7,0.0083664,unknown,
cd4b69aa-bb92-4bfa-860f-7ee349322ca6,RetryError,pydata__xarray-4094,0,0,unknown,
38b6f2a7-9bab-45f6-a527-853aeb8efbd6,RetryError,pydata__xarray-4356,0,0,unknown,
a15dc5f6-9651-4ad3-9638-cbb989d1f658,Submitted,pydata__xarray-4629,7,0.0076463,unknown,
5da6e2f8-83b1-46fd-82cd-1bebd1d1bbf3,Submitted,pydata__xarray-4687,212,1.147462949999999,unknown,
0571226c-ab82-4fc0-a8d9-a7cd243d95e5,LimitsExceeded,pydata__xarray-4695,250,1.4822470500000007,unknown,
d60b47f6-e1dc-46c4-bcb3-49c85ab937b6,Submitted,pydata__xarray-4966,7,0.015248425000000001,unknown,
2f2d63d4-50b1-4cd8-b3ba-d434e2a062e4,Submitted,pydata__xarray-6461,34,0.08064385,unknown,
cefb0b1a-7c6a-424e-aedf-f76f3ad8eaa2,Submitted,pydata__xarray-6599,56,0.15156577499999996,unknown,
d09e9262-61b6-48b6-8dff-5f12c161bd65,Submitted,pydata__xarray-6721,33,0.07875965,unknown,
c043bc58-1539-41e5-84bb-b384f34a159e,Submitted,pydata__xarray-6744,26,0.063036875,unknown,
30cf3ead-aac2-4fa1-a854-98b228428490,Submitted,pydata__xarray-6938,97,0.23792890000000003,unknown,
e9402b23-4eee-4c27-b744-53993d25974e,Submitted,pydata__xarray-6992,6,0.0079069,unknown,
9a59c5c2-e397-4cf8-970d-92eafee463cd,Submitted,pydata__xarray-7229,45,0.16066504999999995,unknown,
c8ae2629-2a26-4632-aca5-8a8e197171e5,Submitted,pydata__xarray-7233,9,0.02455415,unknown,
bc4eb7ca-0657-43cc-8fde-e0b9ee9a8fa9,RetryError,pydata__xarray-7393,0,0,unknown,
d7db38a3-a987-47cf-9e09-d413ff08bab3,Submitted,pylint-dev__pylint-4551,91,0.31698632499999996,unknown,
c533aee0-bf69-42fa-844c-0ee00c301597,Submitted,pylint-dev__pylint-4604,39,0.09267185,unknown,
0cd072f0-ba2a-49c2-b211-7c57b421e669,Submitted,pylint-dev__pylint-4661,47,0.12233155000000001,unknown,
9ba3feec-7932-4265-8433-796fa596ab2c,Submitted,pylint-dev__pylint-4970,14,0.019783474999999995,unknown,
0fdda998-5d64-4e82-8e3c-5228fff2eef9,Submitted,pylint-dev__pylint-6386,16,0.023993724999999997,unknown,
f8635647-42b1-4210-ab9c-c5f936a1186c,RetryError,pylint-dev__pylint-6528,44,1.5811692999999998,unknown,
218e3535-4d66-4067-8762-2785d84d0214,Submitted,pylint-dev__pylint-6903,6,0.010760025,unknown,
93a1cbbd-669c-432a-8e93-3b90c323999c,Submitted,pylint-dev__pylint-7080,136,0.7470009249999998,unknown,
c79e1544-8ce3-419c-8960-26a22c103105,RetryError,pylint-dev__pylint-7277,0,0,unknown,
7ec10875-9f95-4e8c-9ce9-48a3fcd9c7a7,Submitted,pylint-dev__pylint-8898,28,0.065388125,unknown,
f1d1c70c-c76b-44f1-b171-5910b4750a10,RetryError,pytest-dev__pytest-10051,0,0,unknown,
b40ef6a7-240a-458b-8bc5-a91368ec89b2,Submitted,pytest-dev__pytest-10081,12,0.03641865,unknown,
a755f4d7-ebf1-49af-ad39-e6777bcdfa45,Submitted,pytest-dev__pytest-10356,34,0.37441812499999994,unknown,
a90a7629-f4b6-4cbd-b118-6adbeb45b124,Submitted,pytest-dev__pytest-5262,19,0.04072482499999999,unknown,
708e7636-5a4a-45f6-99dc-c314e0956fb4,Submitted,pytest-dev__pytest-5631,13,0.02890825,unknown,
d3e21155-7a37-41c4-abc6-9ffed5fb19f3,RetryError,pytest-dev__pytest-5787,0,0,unknown,
1d42e203-69d3-4a99-8bfc-5710fc604a6f,Submitted,pytest-dev__pytest-5809,14,0.013306699999999998,unknown,
8da77c63-af3e-470a-9d81-c72040c7ab2d,Submitted,pytest-dev__pytest-5840,17,0.0365718,unknown,
21ba71a1-ad89-4d44-b27a-e761890a944a,Submitted,pytest-dev__pytest-6197,14,0.024021000000000004,unknown,
dfcb496d-851c-4814-ba60-99e1fafb26d9,Submitted,pytest-dev__pytest-6202,18,0.0358116,unknown,
498cd2ea-7379-4781-8541-2f5f1968bce1,Submitted,pytest-dev__pytest-7205,13,0.021065000000000004,unknown,
09775f24-9f33-45b9-8804-a10b424b8acc,Submitted,pytest-dev__pytest-7236,16,0.030408374999999998,unknown,
c2ee0029-53c7-410d-ae12-060d982ddad4,Submitted,pytest-dev__pytest-7324,9,0.0127741,unknown,
ae303aac-bd48-44eb-bac8-77b1c948e827,Submitted,pytest-dev__pytest-7432,8,0.0168027,unknown,
c91f4293-140d-496c-898c-0e204d490c26,Submitted,pytest-dev__pytest-7490,35,0.09223187499999999,unknown,
95904940-0ea0-4d04-880e-1f391016181c,Submitted,pytest-dev__pytest-7521,16,0.02998895,unknown,
a9dc72e7-cb99-4843-993b-2a5e2aad8229,LimitsExceeded,pytest-dev__pytest-7571,190,3.0005228999999995,unknown,
39f19a56-3d54-4373-b80f-7bb1d8ac7f0c,RetryError,pytest-dev__pytest-7982,0,0,unknown,
f9785f4c-7465-41f3-b8b9-9b790ed67764,Submitted,pytest-dev__pytest-8399,10,0.022657800000000002,unknown,
8753427d-eeaf-4351-91b4-eb9c72ef012f,Submitted,scikit-learn__scikit-learn-10297,19,0.03591044999999999,unknown,
12e49b19-fa2a-4338-807a-560af5c6db8f,Submitted,scikit-learn__scikit-learn-10844,6,0.013840475000000001,unknown,
ae2c511c-cde7-4313-97e6-02d242150ce8,Submitted,scikit-learn__scikit-learn-10908,11,0.02577615,unknown,
f8d3d2f7-1788-45c0-b5c2-594854416251,Submitted,scikit-learn__scikit-learn-11310,28,0.051087525,unknown,
3bd3348d-1970-4502-8626-d21076982144,Submitted,scikit-learn__scikit-learn-11578,10,0.025923,unknown,
d08eb6f9-a730-40b8-b912-7b2a53addafb,Submitted,scikit-learn__scikit-learn-12585,6,0.0117417,unknown,
945805d1-4cd6-4063-b5ef-2b134d401056,RetryError,scikit-learn__scikit-learn-12682,0,0,unknown,
052d3286-530b-45f8-83de-f01591122e98,Submitted,scikit-learn__scikit-learn-12973,13,0.027934125,unknown,
0fb08c81-98d1-4782-8427-0f3607c53251,Submitted,scikit-learn__scikit-learn-13124,25,0.07061525,unknown,
71d0df12-6cd9-4296-9dcf-293a87e50d81,Submitted,scikit-learn__scikit-learn-13135,8,0.014680399999999998,unknown,
75d9bf5d-912c-4485-9adf-8d32dbe95029,Submitted,scikit-learn__scikit-learn-13142,24,0.05305639999999999,unknown,
5257cc52-dc36-4416-914c-a783ec0be783,Submitted,scikit-learn__scikit-learn-13328,8,0.017400875000000003,unknown,
88a27842-edb5-41ea-b989-d136b48e8921,Submitted,scikit-learn__scikit-learn-13439,16,0.031246799999999998,unknown,
58aaf8bf-461d-42ee-ba52-35f898f9c59f,Submitted,scikit-learn__scikit-learn-13496,11,0.021456725000000003,unknown,
d19f6a67-65cf-4af5-8b93-d05a370441ad,Submitted,scikit-learn__scikit-learn-13779,10,0.014511300000000001,unknown,
29b26d0e-8e91-4ce8-ba83-1aca63a48529,Submitted,scikit-learn__scikit-learn-14053,8,0.0157843,unknown,
2e9e4e90-94e2-4f2e-b420-e45747fd0d85,RetryError,scikit-learn__scikit-learn-14087,26,0.12308132499999998,unknown,
f2b364fd-07a5-4065-be14-c96c568684c3,Submitted,scikit-learn__scikit-learn-14141,6,0.004104,unknown,
8e301f83-8164-4820-a957-a6eef6780667,Submitted,scikit-learn__scikit-learn-14496,5,0.0104259,unknown,
e964fff9-3f21-49a8-8dc5-7e6c06dac7b5,Submitted,scikit-learn__scikit-learn-14629,10,0.023259174999999997,unknown,
55a0007e-2924-4e4a-a95a-52ed75e14eef,Submitted,scikit-learn__scikit-learn-14710,8,0.014185399999999999,unknown,
05b08ea5-538a-4618-a659-1781f7248089,Submitted,scikit-learn__scikit-learn-14894,186,0.5528525750000002,unknown,
18181262-86b8-4b6a-b27a-5479c5e621fe,Submitted,scikit-learn__scikit-learn-14983,110,0.30044557499999996,unknown,
577cd2d8-eac1-4a8f-b459-63d0033a9220,RetryError,scikit-learn__scikit-learn-15100,123,0.26358855,unknown,
2e6ba0f9-b19c-4cc3-963c-825479ab46b6,Submitted,scikit-learn__scikit-learn-25102,52,1.0234417000000002,unknown,
ec93bef1-5a6b-40e8-82b8-699524ef9d89,Submitted,scikit-learn__scikit-learn-25232,6,0.011681174999999999,unknown,
93dcb9cb-8123-408f-a8ec-11f18d6db87d,RetryError,scikit-learn__scikit-learn-25747,4,0.0056529,unknown,
0daff773-da6e-4acf-bda6-1b67e5dd815b,RetryError,scikit-learn__scikit-learn-25931,0,0,unknown,
5ea595ef-0d1a-4f1c-b98c-71c8a0254f6b,Submitted,scikit-learn__scikit-learn-25973,9,0.0171046,unknown,
ce132099-f22a-451e-9360-9c4c3a5e4ee8,Submitted,scikit-learn__scikit-learn-26194,5,0.0130329,unknown,
fd746b0e-6e98-41e4-a788-6e020af1aa9c,Submitted,scikit-learn__scikit-learn-26323,90,0.41931540000000006,unknown,
e3a52214-6625-440c-bb02-58a0f448f9f0,Submitted,scikit-learn__scikit-learn-9288,93,0.33440805000000007,unknown,
ad3d156c-536d-4373-b789-ce4fb8f1f10e,Submitted,sphinx-doc__sphinx-10323,20,0.039985549999999995,unknown,
d79b448b-5b20-4171-a157-6ab9863cd475,Submitted,sphinx-doc__sphinx-10435,13,0.025020625,unknown,
0c3318d4-4ddb-499c-b727-7c188b0131c1,Submitted,sphinx-doc__sphinx-10449,14,0.027809949999999996,unknown,
29c49770-1cab-46c2-8418-fe608fb8bf90,Submitted,sphinx-doc__sphinx-10466,14,0.059334625,unknown,
d2edaf55-b4c9-43e4-bb47-8e465d19fa12,RetryError,sphinx-doc__sphinx-10614,210,1.9361622750000005,unknown,
61cf102d-69f8-4789-97ef-030c5cefcb7c,RetryError,sphinx-doc__sphinx-10673,0,0,unknown,
833abed5-1df2-41bd-b9cc-42c89e19382a,Submitted,sphinx-doc__sphinx-11445,65,0.1758503,unknown,
04196970-4dbc-42b7-bcda-4cd3d835f6ad,Submitted,sphinx-doc__sphinx-11510,8,0.016293099999999998,unknown,
182d9f2f-45aa-4087-99a9-ae7249e233c4,Submitted,sphinx-doc__sphinx-7440,17,0.0231028,unknown,
e3baa1b6-118a-44c4-bec0-696779a37832,LimitsExceeded,sphinx-doc__sphinx-7454,250,0.3887900500000001,unknown,
4789363e-249f-4211-9c10-d1c6b141db14,Submitted,sphinx-doc__sphinx-7462,12,0.019723775000000002,unknown,
db03fae7-a8db-4c42-ae4e-12c8bbdd39d5,Submitted,sphinx-doc__sphinx-7590,19,0.04103450000000001,unknown,
923de105-fde7-4dab-b1a7-d175d222b0b1,Submitted,sphinx-doc__sphinx-7748,21,0.0498498,unknown,
80b535f8-6caa-4b4d-a1a0-ff9828ef693c,Submitted,sphinx-doc__sphinx-7757,36,0.08049910000000002,unknown,
250dccb9-57cc-490f-a3b4-712e5824e53a,Submitted,sphinx-doc__sphinx-7889,14,0.0216125,unknown,
16c836a2-7b9a-45f2-9f03-cf1fbee27564,Submitted,sphinx-doc__sphinx-7910,24,0.07606412500000001,unknown,
c137b19b-d31f-4fa0-a176-831a0cf73189,RetryError,sphinx-doc__sphinx-7985,184,2.1619238000000003,unknown,
88bcbdaf-ddb9-4eef-92e1-d30aa291c06a,LimitsExceeded,sphinx-doc__sphinx-8035,250,0.49348265000000013,unknown,
0a650459-cf1d-4bf9-af60-11c552c6b295,RetryError,sphinx-doc__sphinx-8056,0,0,unknown,
b5178b26-44d2-4f2b-b866-c4bce000c367,Submitted,django__django-13128,27,0.060812775,unknown,
4ec03916-6494-44e1-9c17-796ae83811b7,Submitted,django__django-13158,54,0.18238375,unknown,
3f8d2244-283b-4f3d-a162-86c5fe3e5608,Submitted,django__django-13195,11,0.018969825,unknown,
c5c5c467-1f0a-4205-981f-789311f98fcd,Submitted,django__django-13212,71,0.13086280000000003,unknown,
