agent_run_id,metadata.scores.resolved,metadata.scores,metadata.model_stats.instance_cost,metadata.config.model.model_name,metadata.config.agent.step_limit
b6d8212f-f80f-4f14-bcf9-ca834e420f48,unknown,"{""resolved"":""unknown""}",0.22785100000000003,anthropic/claude-opus-4-5-20251101,250
42906d02-a5b5-464c-9f70-90dd0f349f94,unknown,"{""resolved"":""unknown""}",0.55704825,anthropic/claude-opus-4-5-20251101,250
8502ebdf-a5ef-4204-a414-3d460a30a858,unknown,"{""resolved"":""unknown""}",0.5863527500000001,anthropic/claude-opus-4-5-20251101,250
e9541ae8-dcdc-4412-912b-374c9904be25,unknown,"{""resolved"":""unknown""}",1.9032102499999999,anthropic/claude-opus-4-5-20251101,250
83d4544f-b312-4ffe-9352-570d7314a282,unknown,"{""resolved"":""unknown""}",0.41327549999999996,anthropic/claude-opus-4-5-20251101,250
fc17c2ee-5951-499a-a152-6b9c5d2caf7a,unknown,"{""resolved"":""unknown""}",1.0724104999999997,anthropic/claude-opus-4-5-20251101,250
0345ba42-db71-4434-9b0b-44da2158e586,unknown,"{""resolved"":""unknown""}",0.4597649999999999,anthropic/claude-opus-4-5-20251101,250
67f04119-7a30-46f0-8582-97afccdf6740,unknown,"{""resolved"":""unknown""}",0.3470470000000001,anthropic/claude-opus-4-5-20251101,250
5db7ebf4-ef08-4ebc-a23e-6b69626b5813,unknown,"{""resolved"":""unknown""}",0.48524175,anthropic/claude-opus-4-5-20251101,250
2cfc0ae0-1fd0-48e9-a0ed-5f086d31b7c2,unknown,"{""resolved"":""unknown""}",0.3347965,anthropic/claude-opus-4-5-20251101,250
c7d0e1b0-6ecb-4cd4-8ec7-1efec678fa0f,unknown,"{""resolved"":""unknown""}",0.30899550000000003,anthropic/claude-opus-4-5-20251101,250
ed66f157-d38f-40e9-ae1d-7f9e972d3d30,unknown,"{""resolved"":""unknown""}",0.7430874999999999,anthropic/claude-opus-4-5-20251101,250
19c607e3-0f2e-4296-8d23-ff62c67bc468,unknown,"{""resolved"":""unknown""}",0.635447,anthropic/claude-opus-4-5-20251101,250
244f72f9-4157-482d-9c5d-6df6099ccbb7,unknown,"{""resolved"":""unknown""}",0.7591297499999999,anthropic/claude-opus-4-5-20251101,250
a51a9fa3-bad3-4d06-b606-08b6da926c98,unknown,"{""resolved"":""unknown""}",2.08396375,anthropic/claude-opus-4-5-20251101,250
