agent_run_id,metadata.exit_status,metadata.instance_id,metadata.model_name_or_path,metadata.model_stats.api_calls,metadata.model_stats.instance_cost,metadata.scores.resolved,tag,created_at
580ea021-0e40-4022-b512-540db3f3643c,Submitted,astropy__astropy-12907,20250726_mini-v1.0.0_o3-2025-04-16,16,0.21651399999999998,1,,
c1e179eb-d8bd-4b01-bf28-40941f8cf90e,Submitted,astropy__astropy-13033,20250726_mini-v1.0.0_o3-2025-04-16,33,0.4322839999999999,0,,
ad02362f-90af-4b62-8fad-9c7a499ab522,Submitted,astropy__astropy-13236,20250726_mini-v1.0.0_o3-2025-04-16,21,0.17715000000000003,0,,
28edf7c8-0f99-45d5-b1e6-a2f1adbd787f,Submitted,astropy__astropy-13398,20250726_mini-v1.0.0_o3-2025-04-16,25,0.36799399999999993,0,,
3d1968c1-fde6-4b92-9ca3-9c7d7916617d,Submitted,astropy__astropy-13453,20250726_mini-v1.0.0_o3-2025-04-16,40,0.546312,1,,
c34d1f97-a816-4e0e-9364-b116b2ba28ab,Submitted,astropy__astropy-13579,20250726_mini-v1.0.0_o3-2025-04-16,15,0.225462,1,,
f171fac0-b77f-4711-aafe-3f143a58177c,Submitted,astropy__astropy-13977,20250726_mini-v1.0.0_o3-2025-04-16,13,0.17201999999999998,0,,
0573e43d-b3d1-4c88-aebd-8f12dcb27bda,Submitted,astropy__astropy-14096,20250726_mini-v1.0.0_o3-2025-04-16,32,0.54046,1,,
d414103d-618a-47b2-a9a3-996aecd5883c,Submitted,astropy__astropy-14182,20250726_mini-v1.0.0_o3-2025-04-16,49,0.695576,0,,
0f4d888c-1283-4c30-9e58-c145194bc077,Submitted,astropy__astropy-14309,20250726_mini-v1.0.0_o3-2025-04-16,6,0.042612,1,,
aa141e74-5356-497c-acae-ffddf0cc6644,Submitted,astropy__astropy-14365,20250726_mini-v1.0.0_o3-2025-04-16,16,0.12558399999999997,0,,
567e62ad-dc6a-4a5b-8223-e9e0a7298282,Submitted,astropy__astropy-14369,20250726_mini-v1.0.0_o3-2025-04-16,25,0.42986800000000003,0,,
85568d1b-6a06-4358-bae1-b78e2a4e6044,Submitted,astropy__astropy-14508,20250726_mini-v1.0.0_o3-2025-04-16,13,0.134234,1,,
e8bb8955-a5df-4c55-bcdf-ccbedb624da5,Submitted,astropy__astropy-14539,20250726_mini-v1.0.0_o3-2025-04-16,12,0.14646800000000001,1,,
42e5e8f7-ab9d-4242-b5ed-16254ccfe014,Submitted,astropy__astropy-14598,20250726_mini-v1.0.0_o3-2025-04-16,41,0.6515899999999999,0,,
8f0071dc-d6f0-40ae-8158-814ca90f1b7a,Submitted,astropy__astropy-14995,20250726_mini-v1.0.0_o3-2025-04-16,19,0.23067599999999996,1,,
a75983b6-5d4c-4329-bb2f-8a7a8534c2e9,Submitted,astropy__astropy-7166,20250726_mini-v1.0.0_o3-2025-04-16,8,0.053174,1,,
7fefa3f8-d782-4d95-8c97-247662f4a831,Submitted,astropy__astropy-7336,20250726_mini-v1.0.0_o3-2025-04-16,8,0.075432,1,,
28336257-7d2b-4cd4-9c9e-46046bafff9d,Submitted,sympy__sympy-15599,20250726_mini-v1.0.0_o3-2025-04-16,17,0.19957799999999998,0,,
61c6b6d9-c7dc-4fbb-b7f8-4ad875fa620a,Submitted,sympy__sympy-15809,20250726_mini-v1.0.0_o3-2025-04-16,27,0.19660599999999998,1,,
ee4e348b-1e19-4359-882f-a0e84f578522,Submitted,sympy__sympy-15875,20250726_mini-v1.0.0_o3-2025-04-16,16,0.13890399999999997,1,,
41eaea47-d365-43c1-8aa7-1749350e8bf3,Submitted,sympy__sympy-15976,20250726_mini-v1.0.0_o3-2025-04-16,16,0.21611600000000003,1,,
39bd048f-ec0d-4690-b484-f3506c238311,Submitted,sympy__sympy-16450,20250726_mini-v1.0.0_o3-2025-04-16,15,0.11892,1,,
112fa362-bd41-4aab-9ca1-51a5ba2f1079,Submitted,sympy__sympy-16597,20250726_mini-v1.0.0_o3-2025-04-16,22,0.158114,0,,
1cf3bf1f-7e56-450b-8451-71ba6e074c6d,Submitted,sympy__sympy-16766,20250726_mini-v1.0.0_o3-2025-04-16,19,0.18798999999999996,1,,
59eba782-58de-4d44-91eb-cad0a19e4662,Submitted,sympy__sympy-16792,20250726_mini-v1.0.0_o3-2025-04-16,17,0.182948,0,,
33f7afff-533f-4373-9397-10da0072d821,Submitted,sympy__sympy-16886,20250726_mini-v1.0.0_o3-2025-04-16,11,0.07456,1,,
0bfd23ba-8567-415d-b6a0-5bda98ba49ed,Submitted,sympy__sympy-17139,20250726_mini-v1.0.0_o3-2025-04-16,13,0.15869800000000003,1,,
0911d756-0b21-4a08-9837-b797cd117a42,Submitted,sympy__sympy-17318,20250726_mini-v1.0.0_o3-2025-04-16,14,0.12635400000000002,0,,
0e824895-601c-47d1-95ab-450e0e46ba9b,Submitted,sympy__sympy-17630,20250726_mini-v1.0.0_o3-2025-04-16,21,0.252994,0,,
cc6352cd-2ae5-472d-89cd-6c363e4e4e48,Submitted,sympy__sympy-17655,20250726_mini-v1.0.0_o3-2025-04-16,38,0.442994,0,,
8f450fb9-9140-4540-95c9-ffc8a54692fb,Submitted,sympy__sympy-18189,20250726_mini-v1.0.0_o3-2025-04-16,12,0.13303399999999999,1,,
e7d4b9de-4389-4f61-aa20-7e9532665c18,Submitted,sympy__sympy-18199,20250726_mini-v1.0.0_o3-2025-04-16,15,0.13577599999999998,0,,
2ca2cda0-8480-472e-8a1a-fb2e84002430,Submitted,sympy__sympy-18211,20250726_mini-v1.0.0_o3-2025-04-16,33,0.344364,0,,
b0d6ac7a-2b8a-4213-a7a1-4865fe249cce,Submitted,sympy__sympy-18698,20250726_mini-v1.0.0_o3-2025-04-16,19,0.224138,1,,
f1d04ef6-8edb-4864-b36a-342816dd2b19,Submitted,sympy__sympy-18763,20250726_mini-v1.0.0_o3-2025-04-16,15,0.16022,0,,
0a3f144c-de1e-43f7-b6e0-dbb7234ac8ef,Submitted,sympy__sympy-19040,20250726_mini-v1.0.0_o3-2025-04-16,81,1.489247999999999,0,,
70912848-94e8-4ca7-8f53-d041ba1300e6,Submitted,sympy__sympy-19346,20250726_mini-v1.0.0_o3-2025-04-16,19,0.220268,0,,
da8e7208-7ffe-4cca-a204-c85a5cc95351,Submitted,sympy__sympy-19495,20250726_mini-v1.0.0_o3-2025-04-16,23,0.19676399999999997,1,,
24613e6c-015b-46f7-9c2d-dc9d2df8602e,Submitted,sympy__sympy-19637,20250726_mini-v1.0.0_o3-2025-04-16,13,0.12680199999999997,1,,
874c0d97-31dc-4b46-b853-1846d538a773,Submitted,sympy__sympy-19783,20250726_mini-v1.0.0_o3-2025-04-16,26,0.40498199999999995,1,,
f8d287fa-cabc-41d4-959d-34d25dfd46c8,Submitted,sympy__sympy-19954,20250726_mini-v1.0.0_o3-2025-04-16,13,0.199318,1,,
9f377d77-7d0d-45e2-8ae6-13952ee46063,Submitted,sympy__sympy-20154,20250726_mini-v1.0.0_o3-2025-04-16,20,0.19871999999999995,1,,
d24f23da-100a-44fe-85d7-e5e5ad8797bb,Submitted,sympy__sympy-20428,20250726_mini-v1.0.0_o3-2025-04-16,34,0.4041119999999999,0,,
26a02877-eeea-4511-9b7d-9dbae8c3b6a0,Submitted,sympy__sympy-20438,20250726_mini-v1.0.0_o3-2025-04-16,30,0.35188200000000003,0,,
ee1c22fc-0a3b-4ba3-a6ed-6e78484c038d,Submitted,sympy__sympy-20590,20250726_mini-v1.0.0_o3-2025-04-16,24,0.21497999999999998,1,,
fb112ee3-f53d-469a-8932-aadea6dfc5ba,Submitted,django__django-15629,20250726_mini-v1.0.0_o3-2025-04-16,26,0.45832799999999996,0,,
c1433fb5-0971-47a2-9463-d80eb15de460,Submitted,django__django-15695,20250726_mini-v1.0.0_o3-2025-04-16,14,0.156682,0,,
ab6710c2-71c7-4002-9088-2b003a063aa5,Submitted,pydata__xarray-3151,20250726_mini-v1.0.0_o3-2025-04-16,13,0.105488,1,,
0bc62579-c2ef-42ab-bb73-7d81c87a7509,Submitted,pydata__xarray-3305,20250726_mini-v1.0.0_o3-2025-04-16,35,0.33713199999999993,0,,
ce01c8b9-29c1-471e-8e66-1dcf8bce4f80,Submitted,pydata__xarray-3677,20250726_mini-v1.0.0_o3-2025-04-16,11,0.11354199999999998,1,,
f62586b2-1d25-4592-a941-51478d158d58,Submitted,pydata__xarray-3993,20250726_mini-v1.0.0_o3-2025-04-16,25,0.245418,1,,
010a22b7-2211-4efc-b63d-5d4295ddface,Submitted,pydata__xarray-4075,20250726_mini-v1.0.0_o3-2025-04-16,15,0.15301,1,,
f97020f8-a3c7-4544-9ca1-3be14aac91b0,Submitted,pydata__xarray-4094,20250726_mini-v1.0.0_o3-2025-04-16,16,0.14644,1,,
6f2ab295-fa5b-40a6-bfad-3d7999fd56b4,Submitted,pydata__xarray-4356,20250726_mini-v1.0.0_o3-2025-04-16,16,0.20623799999999995,1,,
54674394-bdc1-4571-a925-c8c2589309af,Submitted,pydata__xarray-4629,20250726_mini-v1.0.0_o3-2025-04-16,7,0.042201999999999996,1,,
95ab054e-2404-4481-bb82-98c1f6a76617,Submitted,pydata__xarray-4687,20250726_mini-v1.0.0_o3-2025-04-16,60,0.8906140000000001,0,,
a35040bb-85dc-48bf-8b17-f230b039ffa1,Submitted,pydata__xarray-4695,20250726_mini-v1.0.0_o3-2025-04-16,16,0.138348,1,,
4c8ba881-1900-4b4c-9bdf-b8f65a7c5e84,Submitted,pydata__xarray-4966,20250726_mini-v1.0.0_o3-2025-04-16,100,2.4338279999999997,1,,
579668c2-7aa1-4660-9b19-9a32caa938fe,Submitted,pydata__xarray-6461,20250726_mini-v1.0.0_o3-2025-04-16,22,0.25254399999999994,1,,
4334a6e6-fd9b-4d24-bafc-61ba820ce26b,Submitted,pydata__xarray-6599,20250726_mini-v1.0.0_o3-2025-04-16,17,0.19286599999999998,0,,
4bf53479-7adc-4dc9-9fb9-3fd4b6fdfd56,Submitted,pydata__xarray-6721,20250726_mini-v1.0.0_o3-2025-04-16,18,0.18228,1,,
f008ab50-6a3b-4e04-93cf-b6ef7f84e716,Submitted,pydata__xarray-6744,20250726_mini-v1.0.0_o3-2025-04-16,21,0.3125639999999999,0,,
3565f810-c0f4-45c1-af9d-a0012629a1d9,Submitted,pydata__xarray-6938,20250726_mini-v1.0.0_o3-2025-04-16,33,0.36014399999999996,0,,
c01b9f14-17e5-4838-a0fd-a8a63399a1cc,Submitted,pydata__xarray-6992,20250726_mini-v1.0.0_o3-2025-04-16,8,0.059168,0,,
11c4c611-a04e-470a-8cbd-62c84635acb3,Submitted,pydata__xarray-7229,20250726_mini-v1.0.0_o3-2025-04-16,46,0.7138059999999999,0,,
32062f9d-648b-4bda-9d31-04ee81fad974,Submitted,pydata__xarray-7233,20250726_mini-v1.0.0_o3-2025-04-16,8,0.085266,1,,
1ac9ff50-f22a-43da-b42b-857aabee6612,Submitted,pydata__xarray-7393,20250726_mini-v1.0.0_o3-2025-04-16,57,0.8638619999999999,1,,
5e32c88c-8cb0-4e63-a9fa-e375d9f8a438,Submitted,django__django-15572,20250726_mini-v1.0.0_o3-2025-04-16,12,0.104608,1,,
e0faf2a4-645d-45e3-b55d-0d12b3dd0b3c,Submitted,astropy__astropy-7606,20250726_mini-v1.0.0_o3-2025-04-16,20,0.192258,0,,
d04f2f58-1494-4e09-b65c-0f72d65403c7,Submitted,django__django-11477,20250726_mini-v1.0.0_o3-2025-04-16,15,0.143572,0,,
896112d8-4c86-4cbd-9fb1-5503b2f12e50,Submitted,sympy__sympy-20801,20250726_mini-v1.0.0_o3-2025-04-16,23,0.22214999999999996,0,,
ef2e11fb-b564-49f0-8d01-e634a8a34c39,Submitted,sympy__sympy-20916,20250726_mini-v1.0.0_o3-2025-04-16,18,0.14262399999999997,1,,
ec780f4e-9d16-4a49-b930-2381b05459e5,Submitted,sympy__sympy-21379,20250726_mini-v1.0.0_o3-2025-04-16,29,0.3545,1,,
7d36f84b-083d-416c-ba9a-876f6cbebd07,Submitted,sympy__sympy-21596,20250726_mini-v1.0.0_o3-2025-04-16,32,0.430418,0,,
14688331-04bb-41e3-a2dd-3b8efa690b6c,Submitted,sympy__sympy-21612,20250726_mini-v1.0.0_o3-2025-04-16,42,0.8176119999999998,0,,
fd46a147-456c-4a72-831e-fa3b111b56a2,Submitted,sympy__sympy-21847,20250726_mini-v1.0.0_o3-2025-04-16,12,0.13473400000000002,1,,
fcd28224-a037-46cb-9f5a-e2fe54c26952,Submitted,sympy__sympy-21930,20250726_mini-v1.0.0_o3-2025-04-16,25,0.289104,0,,
42f9b0d5-479e-43c6-aa5f-8be7f34c8d97,Submitted,sympy__sympy-22080,20250726_mini-v1.0.0_o3-2025-04-16,24,0.206998,0,,
780cf789-89cc-41db-8948-e39a8351bc1b,Submitted,sympy__sympy-22456,20250726_mini-v1.0.0_o3-2025-04-16,45,0.574036,1,,
9e4548d9-de33-4b2b-acc7-1c33e22d7bab,Submitted,sympy__sympy-22714,20250726_mini-v1.0.0_o3-2025-04-16,16,0.14710599999999996,1,,
8aeb27f5-044a-4cbe-ace0-a4852b8a3fd9,Submitted,sympy__sympy-22914,20250726_mini-v1.0.0_o3-2025-04-16,12,0.103058,1,,
417590c2-5ccd-411b-9348-9392ab1a76f0,Submitted,sympy__sympy-23262,20250726_mini-v1.0.0_o3-2025-04-16,40,0.5080699999999999,1,,
a65bfafd-4892-4709-b09c-de2ef9a3867f,Submitted,sympy__sympy-23413,20250726_mini-v1.0.0_o3-2025-04-16,27,0.366096,0,,
43b77553-878f-4bfb-9181-f4871c69aca8,Submitted,sympy__sympy-23534,20250726_mini-v1.0.0_o3-2025-04-16,10,0.09553,1,,
cff3663e-c517-43f4-9022-e9d6d800aac6,Submitted,sympy__sympy-23824,20250726_mini-v1.0.0_o3-2025-04-16,10,0.06944999999999998,1,,
95532aa5-c7af-4439-8fec-2c00ffe7e6d5,Submitted,sympy__sympy-23950,20250726_mini-v1.0.0_o3-2025-04-16,25,0.22917,0,,
f9f1d40c-24c2-4125-9faa-098a23e42938,Submitted,sympy__sympy-24066,20250726_mini-v1.0.0_o3-2025-04-16,56,0.866996,1,,
710453cb-ac17-4c8d-b9b3-0a698b28b40a,Submitted,sympy__sympy-24213,20250726_mini-v1.0.0_o3-2025-04-16,11,0.09060199999999999,1,,
66298997-870d-4942-88c8-e63c1fb74e66,Submitted,sympy__sympy-24443,20250726_mini-v1.0.0_o3-2025-04-16,8,0.09009199999999999,1,,
273730fe-13ac-48b6-87d1-fa1656c1c973,Submitted,sympy__sympy-24539,20250726_mini-v1.0.0_o3-2025-04-16,8,0.0563,1,,
852aba90-0231-4164-a41f-0ad66bd3e411,Submitted,sympy__sympy-24562,20250726_mini-v1.0.0_o3-2025-04-16,15,0.154648,1,,
716f7902-26c9-4059-8eb4-1a36a48fbf36,Submitted,sympy__sympy-24661,20250726_mini-v1.0.0_o3-2025-04-16,27,0.303338,1,,
d4611132-6cf6-47e4-abfd-7a2c13ae653d,Submitted,django__django-12273,20250726_mini-v1.0.0_o3-2025-04-16,41,0.7288739999999999,0,,
4bbe6de8-072e-4b30-8aa1-25f34e597f0d,Submitted,django__django-13568,20250726_mini-v1.0.0_o3-2025-04-16,21,0.241876,1,,
2f2fc750-5b30-46a2-bd45-e1cf58b18d22,Submitted,django__django-14053,20250726_mini-v1.0.0_o3-2025-04-16,28,0.410546,1,,
60c28a9e-8a5c-42fe-b169-b585a79f5ca1,Submitted,django__django-14089,20250726_mini-v1.0.0_o3-2025-04-16,12,0.072832,0,,
b9e9945d-7eeb-4399-ace0-47c22bb5d06f,Submitted,django__django-14122,20250726_mini-v1.0.0_o3-2025-04-16,23,0.249144,1,,
ca39a2fb-f3fc-4894-88cb-0aa82b416158,Submitted,django__django-14792,20250726_mini-v1.0.0_o3-2025-04-16,35,0.5738519999999999,0,,
d160dc4a-e9c3-4248-9b6f-bdd41dad5741,Submitted,django__django-15382,20250726_mini-v1.0.0_o3-2025-04-16,52,0.769946,1,,
d46ea62c-4cf7-48de-b011-1d8acb5b7e90,Submitted,django__django-15467,20250726_mini-v1.0.0_o3-2025-04-16,6,0.029096,1,,
743abd1b-721a-4c4b-8408-19d3251cc318,Submitted,django__django-16263,20250726_mini-v1.0.0_o3-2025-04-16,44,0.5567620000000001,0,,
f8eb1d8a-1142-4cfe-9fc4-f33c32ade513,Submitted,django__django-16899,20250726_mini-v1.0.0_o3-2025-04-16,56,0.640286,1,,
5ca9f683-e586-4d63-ac4c-4ed8f1697c2a,Submitted,django__django-16901,20250726_mini-v1.0.0_o3-2025-04-16,20,0.257458,0,,
b9109e41-d07b-4715-99d6-9c6d02a7f9ec,Submitted,django__django-16938,20250726_mini-v1.0.0_o3-2025-04-16,9,0.07998,0,,
8d551c93-af48-4aea-9084-0fa8666dd847,Submitted,django__django-16950,20250726_mini-v1.0.0_o3-2025-04-16,49,1.0720820000000004,0,,
15b45a54-e391-4582-a43f-7ed5bdee1a82,Submitted,django__django-17029,20250726_mini-v1.0.0_o3-2025-04-16,8,0.069796,1,,
