id,score,metric_name
live_multiple_0-0-0,0.0,accuracy
live_multiple_4-2-1,0.0,accuracy
live_multiple_13-4-5,0.0,accuracy
live_multiple_18-4-10,0.0,accuracy
live_multiple_21-4-13,0.0,accuracy
live_multiple_25-6-0,0.0,accuracy
live_multiple_26-6-1,0.0,accuracy
live_multiple_27-7-0,0.0,accuracy
live_multiple_38-14-0,0.0,accuracy
live_multiple_54-22-1,0.0,accuracy
live_multiple_57-22-4,0.0,accuracy
live_multiple_59-22-6,0.0,accuracy
live_multiple_61-23-0,0.0,accuracy
live_multiple_87-38-4,0.0,accuracy
live_multiple_104-43-2,0.0,accuracy
live_multiple_113-44-0,0.0,accuracy
live_multiple_124-47-0,0.0,accuracy
live_multiple_126-48-0,0.0,accuracy
live_multiple_127-49-0,0.0,accuracy
live_multiple_129-50-1,0.0,accuracy
live_multiple_130-50-2,0.0,accuracy
live_multiple_132-50-4,0.0,accuracy
live_multiple_147-58-1,0.0,accuracy
live_multiple_153-58-7,0.0,accuracy
live_multiple_160-62-1,0.0,accuracy
live_multiple_173-71-2,0.0,accuracy
live_multiple_176-73-0,0.0,accuracy
live_multiple_181-76-1,0.0,accuracy
live_multiple_186-81-0,0.0,accuracy
live_multiple_190-84-0,0.0,accuracy
live_multiple_192-86-0,0.0,accuracy
live_multiple_195-87-2,0.0,accuracy
live_multiple_218-94-0,0.0,accuracy
live_multiple_240-107-1,0.0,accuracy
live_multiple_241-107-2,0.0,accuracy
live_multiple_242-107-3,0.0,accuracy
live_multiple_243-107-4,0.0,accuracy
live_multiple_264-126-1,0.0,accuracy
live_multiple_269-127-4,0.0,accuracy
live_multiple_270-127-5,0.0,accuracy
live_multiple_271-127-6,0.0,accuracy
live_multiple_275-127-10,0.0,accuracy
live_multiple_276-127-11,0.0,accuracy
live_multiple_277-128-0,0.0,accuracy
live_multiple_281-128-4,0.0,accuracy
live_multiple_286-129-1,0.0,accuracy
live_multiple_303-131-2,0.0,accuracy
live_multiple_305-131-4,0.0,accuracy
live_multiple_309-131-8,0.0,accuracy
live_multiple_320-132-10,0.0,accuracy
live_multiple_333-132-23,0.0,accuracy
live_multiple_343-133-7,0.0,accuracy
live_multiple_358-134-3,0.0,accuracy
live_multiple_363-134-8,0.0,accuracy
live_multiple_378-135-2,0.0,accuracy
live_multiple_392-138-0,0.0,accuracy
live_multiple_393-138-1,0.0,accuracy
live_multiple_394-138-2,0.0,accuracy
live_multiple_402-139-6,0.0,accuracy
live_multiple_403-139-7,0.0,accuracy
live_multiple_405-140-1,0.0,accuracy
live_multiple_410-140-6,0.0,accuracy
live_multiple_420-141-9,0.0,accuracy
live_multiple_423-141-12,0.0,accuracy
live_multiple_425-141-14,0.0,accuracy
live_multiple_439-143-0,0.0,accuracy
live_multiple_443-144-3,0.0,accuracy
live_multiple_454-145-5,0.0,accuracy
live_multiple_455-145-6,0.0,accuracy
live_multiple_463-145-14,0.0,accuracy
live_multiple_465-145-16,0.0,accuracy
live_multiple_483-146-8,0.0,accuracy
live_multiple_484-146-9,0.0,accuracy
live_multiple_487-147-2,0.0,accuracy
live_multiple_488-147-3,0.0,accuracy
live_multiple_502-148-12,0.0,accuracy
live_multiple_504-149-1,0.0,accuracy
live_multiple_505-149-2,0.0,accuracy
live_multiple_506-149-3,0.0,accuracy
live_multiple_507-149-4,0.0,accuracy
live_multiple_508-149-5,0.0,accuracy
live_multiple_509-149-6,0.0,accuracy
live_multiple_510-149-7,0.0,accuracy
live_multiple_520-150-8,0.0,accuracy
live_multiple_528-151-4,0.0,accuracy
live_multiple_532-151-8,0.0,accuracy
live_multiple_547-152-9,0.0,accuracy
live_multiple_551-153-0,0.0,accuracy
live_multiple_552-153-1,0.0,accuracy
live_multiple_554-154-0,0.0,accuracy
live_multiple_555-154-1,0.0,accuracy
live_multiple_556-154-2,0.0,accuracy
live_multiple_558-154-4,0.0,accuracy
live_multiple_560-155-0,0.0,accuracy
live_multiple_561-155-1,0.0,accuracy
live_multiple_566-155-6,0.0,accuracy
