score,metric_name
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
0.0,score
