score,metric_name
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
0.0,accuracy
