idx,score,metric_name
0,76.43161313935813,codebleu
1,76.43161313935813,codebleu
2,76.43161313935813,codebleu
3,87.99178428257963,codebleu
4,100.0,codebleu
5,76.43161313935813,codebleu
6,64.19286129883564,codebleu
7,57.98598256517086,codebleu
8,100.0,codebleu
9,98.64354022507939,codebleu
10,25.222037820006747,codebleu
11,100.0,codebleu
12,76.43161313935813,codebleu
13,55.53941064735807,codebleu
14,38.42054051917344,codebleu
15,65.8113883008419,codebleu
16,33.31769437634923,codebleu
17,64.19286129883564,codebleu
18,57.98598256517086,codebleu
19,76.43161313935813,codebleu
20,33.33333333333333,codebleu
21,100.0,codebleu
22,25.0,codebleu
23,98.64354022507939,codebleu
24,76.43161313935813,codebleu
25,98.64354022507939,codebleu
26,76.43161313935813,codebleu
27,100.0,codebleu
28,54.76743720693648,codebleu
29,55.53941064735807,codebleu
30,65.8113883008419,codebleu
31,56.98014561486395,codebleu
32,50.0,codebleu
33,76.43161313935813,codebleu
34,25.0,codebleu
35,45.417013707599565,codebleu
36,76.43161313935813,codebleu
37,80.06224407881516,codebleu
38,64.19286129883564,codebleu
39,59.146452391455306,codebleu
40,55.53941064735807,codebleu
41,24.84762276532844,codebleu
42,77.12518808542342,codebleu
43,32.5,codebleu
44,65.8113883008419,codebleu
45,76.43161313935813,codebleu
46,100.0,codebleu
47,24.02579928858854,codebleu
48,33.33333333333333,codebleu
49,30.167824882283888,codebleu
50,100.0,codebleu
51,42.12093894154385,codebleu
52,47.47744046296752,codebleu
53,28.125,codebleu
54,100.0,codebleu
55,76.43161313935813,codebleu
56,25.0,codebleu
57,98.64354022507939,codebleu
58,55.53941064735807,codebleu
59,65.8113883008419,codebleu
60,42.51144643670148,codebleu
61,54.46285561801795,codebleu
62,76.43161313935813,codebleu
63,76.43161313935813,codebleu
64,55.53941064735807,codebleu
65,55.53941064735807,codebleu
66,25.0,codebleu
67,100.0,codebleu
68,100.0,codebleu
69,100.0,codebleu
70,100.0,codebleu
71,76.43161313935813,codebleu
72,65.8113883008419,codebleu
73,98.64354022507939,codebleu
74,9.496088272156555,codebleu
75,76.43161313935813,codebleu
76,25.0,codebleu
77,35.29021167575188,codebleu
78,100.0,codebleu
79,76.43161313935813,codebleu
80,100.0,codebleu
81,76.43161313935813,codebleu
82,35.84248715139472,codebleu
83,34.53446692932063,codebleu
