idx,score,metric_name
0,97,edit_similarity
1,91,edit_similarity
2,86,edit_similarity
3,94,edit_similarity
4,93,edit_similarity
5,92,edit_similarity
6,92,edit_similarity
7,31,edit_similarity
8,0,edit_similarity
9,90,edit_similarity
10,0,edit_similarity
11,0,edit_similarity
12,85,edit_similarity
13,70,edit_similarity
14,48,edit_similarity
15,83,edit_similarity
16,0,edit_similarity
17,46,edit_similarity
18,86,edit_similarity
19,95,edit_similarity
20,15,edit_similarity
21,93,edit_similarity
22,12,edit_similarity
23,94,edit_similarity
24,88,edit_similarity
25,0,edit_similarity
26,33,edit_similarity
27,89,edit_similarity
28,80,edit_similarity
29,100,edit_similarity
30,93,edit_similarity
31,77,edit_similarity
32,0,edit_similarity
33,91,edit_similarity
34,29,edit_similarity
35,0,edit_similarity
36,96,edit_similarity
37,85,edit_similarity
38,44,edit_similarity
39,81,edit_similarity
40,90,edit_similarity
41,55,edit_similarity
42,29,edit_similarity
43,44,edit_similarity
44,87,edit_similarity
45,89,edit_similarity
46,95,edit_similarity
47,22,edit_similarity
48,42,edit_similarity
49,55,edit_similarity
50,93,edit_similarity
51,0,edit_similarity
52,91,edit_similarity
53,23,edit_similarity
54,98,edit_similarity
55,8,edit_similarity
56,17,edit_similarity
57,35,edit_similarity
58,56,edit_similarity
59,100,edit_similarity
60,0,edit_similarity
61,88,edit_similarity
62,91,edit_similarity
63,91,edit_similarity
64,70,edit_similarity
65,96,edit_similarity
66,32,edit_similarity
67,30,edit_similarity
68,23,edit_similarity
69,0,edit_similarity
70,87,edit_similarity
71,29,edit_similarity
72,0,edit_similarity
73,96,edit_similarity
74,0,edit_similarity
75,95,edit_similarity
76,0,edit_similarity
77,82,edit_similarity
78,91,edit_similarity
79,28,edit_similarity
80,0,edit_similarity
81,85,edit_similarity
82,23,edit_similarity
83,68,edit_similarity
84,25,edit_similarity
85,93,edit_similarity
86,0,edit_similarity
87,31,edit_similarity
88,36,edit_similarity
89,37,edit_similarity
90,85,edit_similarity
91,0,edit_similarity
92,23,edit_similarity
93,81,edit_similarity
94,93,edit_similarity
95,0,edit_similarity
96,29,edit_similarity
97,61,edit_similarity
98,70,edit_similarity
99,30,edit_similarity
100,13,edit_similarity
101,0,edit_similarity
102,27,edit_similarity
103,0,edit_similarity
104,89,edit_similarity
105,60,edit_similarity
106,44,edit_similarity
107,0,edit_similarity
108,92,edit_similarity
109,30,edit_similarity
110,29,edit_similarity
111,0,edit_similarity
112,0,edit_similarity
113,95,edit_similarity
114,0,edit_similarity
115,95,edit_similarity
116,0,edit_similarity
117,69,edit_similarity
118,23,edit_similarity
119,64,edit_similarity
120,95,edit_similarity
121,48,edit_similarity
122,43,edit_similarity
123,92,edit_similarity
124,86,edit_similarity
125,97,edit_similarity
126,90,edit_similarity
127,20,edit_similarity
128,40,edit_similarity
129,30,edit_similarity
130,81,edit_similarity
131,53,edit_similarity
132,49,edit_similarity
133,0,edit_similarity
134,41,edit_similarity
135,0,edit_similarity
136,89,edit_similarity
137,59,edit_similarity
138,44,edit_similarity
139,0,edit_similarity
140,92,edit_similarity
141,88,edit_similarity
142,88,edit_similarity
143,76,edit_similarity
144,96,edit_similarity
145,33,edit_similarity
146,78,edit_similarity
147,79,edit_similarity
148,93,edit_similarity
149,43,edit_similarity
150,87,edit_similarity
151,93,edit_similarity
152,93,edit_similarity
153,59,edit_similarity
154,64,edit_similarity
155,86,edit_similarity
156,66,edit_similarity
157,77,edit_similarity
158,88,edit_similarity
159,94,edit_similarity
160,98,edit_similarity
161,95,edit_similarity
162,99,edit_similarity
163,88,edit_similarity
164,0,edit_similarity
165,39,edit_similarity
166,28,edit_similarity
167,87,edit_similarity
168,94,edit_similarity
169,0,edit_similarity
170,78,edit_similarity
171,6,edit_similarity
172,0,edit_similarity
173,48,edit_similarity
174,30,edit_similarity
175,0,edit_similarity
176,74,edit_similarity
177,0,edit_similarity
178,97,edit_similarity
179,23,edit_similarity
180,86,edit_similarity
181,83,edit_similarity
182,77,edit_similarity
183,83,edit_similarity
184,91,edit_similarity
185,23,edit_similarity
186,89,edit_similarity
187,96,edit_similarity
188,96,edit_similarity
189,69,edit_similarity
190,0,edit_similarity
191,100,edit_similarity
192,94,edit_similarity
193,87,edit_similarity
194,94,edit_similarity
195,87,edit_similarity
196,91,edit_similarity
197,99,edit_similarity
198,88,edit_similarity
199,92,edit_similarity
200,79,edit_similarity
201,31,edit_similarity
202,61,edit_similarity
203,81,edit_similarity
204,32,edit_similarity
205,93,edit_similarity
206,94,edit_similarity
207,76,edit_similarity
208,62,edit_similarity
209,96,edit_similarity
210,90,edit_similarity
211,82,edit_similarity
212,90,edit_similarity
213,0,edit_similarity
214,41,edit_similarity
215,18,edit_similarity
216,24,edit_similarity
217,0,edit_similarity
218,87,edit_similarity
219,92,edit_similarity
220,84,edit_similarity
221,94,edit_similarity
222,96,edit_similarity
223,0,edit_similarity
224,70,edit_similarity
225,43,edit_similarity
226,84,edit_similarity
227,82,edit_similarity
228,37,edit_similarity
229,0,edit_similarity
230,0,edit_similarity
231,0,edit_similarity
232,78,edit_similarity
233,23,edit_similarity
234,91,edit_similarity
235,71,edit_similarity
236,76,edit_similarity
237,0,edit_similarity
238,0,edit_similarity
239,97,edit_similarity
240,86,edit_similarity
241,0,edit_similarity
242,70,edit_similarity
243,63,edit_similarity
244,79,edit_similarity
245,89,edit_similarity
246,0,edit_similarity
247,12,edit_similarity
248,95,edit_similarity
249,88,edit_similarity
250,93,edit_similarity
251,49,edit_similarity
252,0,edit_similarity
253,33,edit_similarity
254,89,edit_similarity
255,88,edit_similarity
256,31,edit_similarity
257,61,edit_similarity
258,51,edit_similarity
259,78,edit_similarity
260,77,edit_similarity
261,90,edit_similarity
262,89,edit_similarity
263,95,edit_similarity
264,90,edit_similarity
265,94,edit_similarity
266,75,edit_similarity
267,96,edit_similarity
268,0,edit_similarity
269,97,edit_similarity
270,84,edit_similarity
271,89,edit_similarity
272,90,edit_similarity
273,91,edit_similarity
274,76,edit_similarity
275,52,edit_similarity
276,0,edit_similarity
277,95,edit_similarity
278,90,edit_similarity
279,64,edit_similarity
280,0,edit_similarity
281,48,edit_similarity
282,97,edit_similarity
283,71,edit_similarity
284,26,edit_similarity
285,92,edit_similarity
286,93,edit_similarity
287,92,edit_similarity
288,99,edit_similarity
289,90,edit_similarity
290,95,edit_similarity
291,27,edit_similarity
292,75,edit_similarity
293,74,edit_similarity
294,80,edit_similarity
295,0,edit_similarity
296,74,edit_similarity
297,19,edit_similarity
298,26,edit_similarity
299,95,edit_similarity
300,6,edit_similarity
301,0,edit_similarity
302,95,edit_similarity
303,57,edit_similarity
304,95,edit_similarity
305,84,edit_similarity
306,0,edit_similarity
