idx,score,metric_name
0,61.293884852539705,codebleu
1,76.43161313935813,codebleu
2,76.43161313935813,codebleu
3,75.40663740773074,codebleu
4,100.0,codebleu
5,76.43161313935813,codebleu
6,64.19286129883564,codebleu
7,25.0,codebleu
8,25.0,codebleu
9,98.64354022507939,codebleu
10,25.0,codebleu
11,25.0,codebleu
12,76.43161313935813,codebleu
13,55.53941064735807,codebleu
14,36.85637137695508,codebleu
15,65.8113883008419,codebleu
16,25.0,codebleu
17,50.0,codebleu
18,57.98598256517086,codebleu
19,76.43161313935813,codebleu
20,30.555555555555557,codebleu
21,100.0,codebleu
22,25.0,codebleu
23,98.64354022507939,codebleu
24,76.43161313935813,codebleu
25,25.0,codebleu
26,25.0,codebleu
27,100.0,codebleu
28,29.166666666666668,codebleu
29,55.53941064735807,codebleu
30,65.8113883008419,codebleu
31,56.98014561486395,codebleu
32,25.0,codebleu
33,76.43161313935813,codebleu
34,25.0,codebleu
35,25.0,codebleu
36,76.43161313935813,codebleu
37,80.06224407881516,codebleu
38,36.71138974055986,codebleu
39,59.146452391455306,codebleu
40,55.53941064735807,codebleu
41,13.602517012231965,codebleu
42,25.0,codebleu
43,32.5,codebleu
44,65.8113883008419,codebleu
45,76.43161313935813,codebleu
46,100.0,codebleu
47,25.0,codebleu
48,33.33333333333333,codebleu
49,26.94279209852034,codebleu
50,100.0,codebleu
51,25.0,codebleu
52,65.19861185381235,codebleu
53,25.0,codebleu
54,100.0,codebleu
55,25.0,codebleu
56,25.0,codebleu
57,25.601597760181345,codebleu
58,55.53941064735807,codebleu
59,65.8113883008419,codebleu
60,25.0,codebleu
61,54.46285561801795,codebleu
62,76.43161313935813,codebleu
63,76.43161313935813,codebleu
64,55.53941064735807,codebleu
65,55.53941064735807,codebleu
66,25.0,codebleu
67,12.452943664773763,codebleu
68,28.57142857142857,codebleu
69,25.0,codebleu
70,100.0,codebleu
71,25.0,codebleu
72,25.0,codebleu
73,98.64354022507939,codebleu
74,25.0,codebleu
75,76.43161313935813,codebleu
76,25.0,codebleu
77,35.29021167575188,codebleu
78,88.98282156122026,codebleu
79,25.0,codebleu
80,25.0,codebleu
81,76.43161313935813,codebleu
82,25.0,codebleu
83,34.53446692932063,codebleu
84,37.17654574811276,codebleu
85,98.64354022507939,codebleu
86,25.0,codebleu
87,25.0,codebleu
88,49.79344498209662,codebleu
89,32.768847182629834,codebleu
90,100.0,codebleu
91,25.0,codebleu
92,25.0,codebleu
93,78.11706625951746,codebleu
94,76.43161313935813,codebleu
95,25.0,codebleu
96,32.42388174950208,codebleu
97,35.47909306991141,codebleu
98,58.26475270684106,codebleu
99,30.555555555555557,codebleu
100,25.0,codebleu
101,25.0,codebleu
102,30.555555555555557,codebleu
103,25.0,codebleu
104,63.74133731444995,codebleu
105,35.41666666666667,codebleu
106,31.96826526574804,codebleu
107,25.0,codebleu
108,76.43161313935813,codebleu
